"Year","Quarter","Group","Unit","Inflation Deflator","Real Total Wealth","Real Wealth Share","Real Wealth Per Unit Growth","Real Wealth Per Unit"
"","1","Top 10%","","0.68114213","57613212414919.12","0.7259201932359782","0.15692182354626283","3617794.667148881"
"","2","Top 10%","","0.6871816900000001","57514136447184.32","0.726664893616044","0.1513170273443282","3600267.984362605"
"","3","Top 10%","","0.6919767033333333","57596584066694.07","0.7262778040104678","0.14987814481032502","3595768.474151782"
"","4","Top 10%","","0.6945651333333333","58956689806736.76","0.7278374332601797","0.1740724110418728","3671426.03853221"
"","1","Top 10%","","0.7012230566666666","59741521109214.85","0.7313315516069733","0.1858729631848564","3708327.386353134"
"","2","Top 10%","","0.7059112166666667","60147050629687.914","0.7332899283211158","0.18961962131756976","3720043.510585809"
"","3","Top 10%","","0.7095761499999999","60755110333297.65","0.7356418931963684","0.19773578753212334","3745423.4647461525"
"","4","Top 10%","","0.7125845166666668","60548185486150.37","0.7384446642082643","0.18992528135398715","3720999.3359728013"
"","1","Top 10%","","0.7150889433333334","58883962104386.66","0.7441242111639955","0.15301470171633283","3605576.759047801"
"","2","Top 10%","","0.7187156666666666","57072437816126.04","0.7477403456143794","0.11320826495010124","3481098.5862619863"
